customer_id,acquisition_date,acquisition_cost_usd,market_segment,supplier_id,order_id,order_date,order_value_usd,payment_date,satisfaction_score,support_tickets,lead_time_days
CUST-247,08/09/2024,830,Africa,SUP-G,ORD-1247,05/10/2025,9000,14/11/2025,5,0,17
CUST-248,09/09/2024,950,North America,SUP-A,ORD-1248,08/10/2025,18000,17/11/2025,3,1,13
CUST-249,10/09/2024,810,Europe,SUP-E,ORD-1249,10/10/2025,13000,19/11/2025,4,1,14
CUST-250,11/09/2024,900,Asia-Pacific,SUP-B,ORD-1250,12/10/2025,24000,21/11/2025,5,0,16
CUST-251,12/09/2024,870,Middle East,SUP-D,ORD-1251,15/10/2025,7500,24/11/2025,4,0,16
CUST-252,13/09/2024,890,North America,SUP-F,ORD-1252,18/10/2025,17000,27/11/2025,5,0,12
CUST-253,14/09/2024,930,Europe,SUP-C,ORD-1253,20/10/2025,11500,29/11/2025,4,2,14
CUST-254,15/09/2024,840,Asia-Pacific,SUP-G,ORD-1254,22/10/2025,22500,01/12/2025,4,1,15
CUST-255,16/09/2024,960,Africa,SUP-A,ORD-1255,25/10/2025,8500,04/12/2025,3,1,19
CUST-256,17/09/2024,820,North America,SUP-E,ORD-1256,28/10/2025,19000,07/12/2025,5,0,13
CUST-257,18/09/2024,940,Europe,SUP-B,ORD-1257,30/10/2025,14000,09/12/2025,4,0,14
CUST-258,19/09/2024,800,Asia-Pacific,SUP-D,ORD-1258,02/11/2025,21000,12/12/2025,5,0,16
CUST-259,20/09/2024,910,Middle East,SUP-F,ORD-1259,05/11/2025,6000,15/12/2025,4,1,15
CUST-260,21/09/2024,880,North America,SUP-C,ORD-1260,08/11/2025,20000,18/12/2025,3,2,12
CUST-261,22/09/2024,860,Europe,SUP-G,ORD-1261,10/11/2025,10500,20/12/2025,5,0,14
CUST-262,23/09/2024,920,Asia-Pacific,SUP-A,ORD-1262,12/11/2025,23000,22/12/2025,4,1,15
CUST-263,24/09/2024,850,Africa,SUP-E,ORD-1263,15/11/2025,9500,25/12/2025,4,0,18
CUST-264,25/09/2024,890,North America,SUP-B,ORD-1264,18/11/2025,17500,28/12/2025,5,0,13
CUST-265,26/09/2024,830,Europe,SUP-D,ORD-1265,20/11/2025,12500,30/12/2025,3,1,14
CUST-266,27/09/2024,950,Asia-Pacific,SUP-F,ORD-1266,22/11/2025,24500,01/01/2026,5,0,16
CUST-267,28/09/2024,810,Middle East,SUP-C,ORD-1267,25/11/2025,7000,04/01/2026,4,1,16
CUST-268,29/09/2024,900,North America,SUP-G,ORD-1268,28/11/2025,19500,07/01/2026,4,0,12
CUST-269,30/09/2024,870,Europe,SUP-A,ORD-1269,30/11/2025,14500,09/01/2026,5,0,14
CUST-270,01/10/2024,890,Asia-Pacific,SUP-E,ORD-1270,02/12/2025,21500,11/01/2026,3,2,15
CUST-271,02/10/2024,930,Africa,SUP-B,ORD-1271,05/12/2025,8000,14/01/2026,4,1,19
CUST-272,03/10/2024,840,North America,SUP-D,ORD-1272,08/12/2025,18000,17/01/2026,5,0,13
CUST-273,04/10/2024,910,Europe,SUP-F,ORD-1273,10/12/2025,13000,19/01/2026,4,0,14
CUST-274,05/10/2024,820,Asia-Pacific,SUP-C,ORD-1274,12/12/2025,23500,21/01/2026,5,0,16
CUST-275,06/10/2024,960,Middle East,SUP-G,ORD-1275,15/12/2025,9000,24/01/2026,4,1,15
CUST-276,07/10/2024,800,North America,SUP-A,ORD-1276,18/12/2025,16500,27/01/2026,3,1,12
CUST-277,08/10/2024,940,Europe,SUP-E,ORD-1277,20/12/2025,11000,29/01/2026,5,0,14
CUST-278,09/10/2024,880,Asia-Pacific,SUP-B,ORD-1278,22/12/2025,22000,31/01/2026,4,2,15
CUST-279,10/10/2024,860,Africa,SUP-D,ORD-1279,25/12/2025,7500,04/02/2026,4,0,18
CUST-280,11/10/2024,900,North America,SUP-F,ORD-1280,28/12/2025,19000,07/02/2026,5,0,13
CUST-281,12/10/2024,850,Europe,SUP-C,ORD-1281,30/12/2025,14500,09/02/2026,3,1,14
CUST-282,13/10/2024,920,Asia-Pacific,SUP-G,ORD-1282,02/01/2026,20500,11/02/2026,5,0,16
CUST-283,14/10/2024,830,Middle East,SUP-A,ORD-1283,05/01/2026,6500,14/02/2026,4,1,15
CUST-284,15/10/2024,950,North America,SUP-E,ORD-1284,08/01/2026,20000,17/02/2026,4,0,12
CUST-285,16/10/2024,810,Europe,SUP-B,ORD-1285,10/01/2026,10000,19/02/2026,5,0,14
CUST-286,17/10/2024,900,Asia-Pacific,SUP-D,ORD-1286,12/01/2026,23000,21/02/2026,4,2,15
CUST-287,18/10/2024,870,Africa,SUP-F,ORD-1287,15/01/2026,9000,24/02/2026,3,1,19
CUST-288,19/10/2024,890,North America,SUP-C,ORD-1288,18/01/2026,17500,27/02/2026,5,0,13
CUST-289,20/10/2024,930,Europe,SUP-G,ORD-1289,20/01/2026,12500,01/03/2026,4,1,14
CUST-290,21/10/2024,840,Asia-Pacific,SUP-A,ORD-1290,22/01/2026,24500,03/03/2026,5,0,16
CUST-291,22/10/2024,960,Middle East,SUP-E,ORD-1291,25/01/2026,8000,06/03/2026,4,0,16
CUST-292,23/10/2024,820,North America,SUP-B,ORD-1292,28/01/2026,19500,09/03/2026,3,1,12
CUST-293,24/10/2024,940,Europe,SUP-D,ORD-1293,30/01/2026,15000,11/03/2026,5,0,14
CUST-294,25/10/2024,800,Asia-Pacific,SUP-F,ORD-1294,02/02/2026,20000,14/03/2026,4,2,15
CUST-295,26/10/2024,910,Africa,SUP-C,ORD-1295,05/02/2026,7000,17/03/2026,4,0,18
CUST-296,27/10/2024,880,North America,SUP-G,ORD-1296,08/02/2026,18000,20/03/2026,5,0,13
CUST-297,28/10/2024,860,Europe,SUP-A,ORD-1297,10/02/2026,13000,22/03/2026,3,1,14
CUST-298,29/10/2024,920,Asia-Pacific,SUP-E,ORD-1298,12/02/2026,22500,24/03/2026,5,0,16
CUST-299,30/10/2024,850,Middle East,SUP-B,ORD-1299,15/02/2026,8500,27/03/2026,4,1,15
CUST-300,31/10/2024,890,North America,SUP-D,ORD-1300,18/02/2026,20000,30/03/2026,4,0,12
CUST-301,01/11/2024,830,Europe,SUP-F,ORD-1301,20/02/2026,10000,01/04/2026,5,0,14
CUST-302,02/11/2024,950,Asia-Pacific,SUP-C,ORD-1302,22/02/2026,24000,03/04/2026,4,2,15
CUST-303,03/11/2024,810,Africa,SUP-G,ORD-1303,25/02/2026,9500,06/04/2026,3,1,19
CUST-304,04/11/2024,900,North America,SUP-A,ORD-1304,28/02/2026,17500,09/04/2026,5,0,13
CUST-305,05/11/2024,870,Europe,SUP-E,ORD-1305,02/03/2026,12500,11/04/2026,4,1,14
CUST-306,06/11/2024,890,Asia-Pacific,SUP-B,ORD-1306,05/03/2026,21000,14/04/2026,4,0,16
CUST-307,07/11/2024,930,Middle East,SUP-D,ORD-1307,08/03/2026,7000,17/04/2026,5,0,16
CUST-308,08/11/2024,840,North America,SUP-F,ORD-1308,10/03/2026,19500,19/04/2026,3,1,12
CUST-309,09/11/2024,910,Europe,SUP-C,ORD-1309,12/03/2026,14000,21/04/2026,4,1,14
CUST-310,10/11/2024,820,Asia-Pacific,SUP-G,ORD-1310,15/03/2026,22000,24/04/2026,5,0,15
CUST-311,11/11/2024,960,Africa,SUP-A,ORD-1311,18/03/2026,8500,27/04/2026,4,2,18
CUST-312,12/11/2024,800,North America,SUP-E,ORD-1312,20/03/2026,18000,29/04/2026,5,0,13
CUST-313,13/11/2024,940,Europe,SUP-B,ORD-1313,22/03/2026,13000,01/05/2026,4,0,14
CUST-314,14/11/2024,880,Asia-Pacific,SUP-D,ORD-1314,25/03/2026,23500,04/05/2026,3,1,16
CUST-315,15/11/2024,860,Middle East,SUP-F,ORD-1315,28/03/2026,9000,07/05/2026,4,1,15
CUST-316,16/11/2024,900,North America,SUP-C,ORD-1316,30/03/2026,17000,09/05/2026,5,0,12
CUST-317,17/11/2024,850,Europe,SUP-G,ORD-1317,02/04/2026,11500,12/05/2026,4,2,14
CUST-318,18/11/2024,920,Asia-Pacific,SUP-A,ORD-1318,05/04/2026,20500,15/05/2026,4,0,15
CUST-319,19/11/2024,830,Africa,SUP-E,ORD-1319,08/04/2026,7500,18/05/2026,5,0,17
CUST-320,20/11/2024,950,North America,SUP-B,ORD-1320,10/04/2026,19500,20/05/2026,3,1,13
CUST-321,21/11/2024,810,Europe,SUP-D,ORD-1321,12/04/2026,14500,22/05/2026,4,1,14
CUST-322,22/11/2024,900,Asia-Pacific,SUP-F,ORD-1322,15/04/2026,25000,25/05/2026,5,0,16
CUST-323,23/11/2024,870,Middle East,SUP-C,ORD-1323,18/04/2026,6000,28/05/2026,4,0,16
CUST-324,24/11/2024,890,North America,SUP-G,ORD-1324,20/04/2026,18000,30/05/2026,5,0,12
CUST-325,25/11/2024,930,Europe,SUP-A,ORD-1325,22/04/2026,13000,01/06/2026,4,2,14
CUST-326,26/11/2024,840,Asia-Pacific,SUP-E,ORD-1326,25/04/2026,22000,04/06/2026,4,1,15
CUST-327,27/11/2024,960,Africa,SUP-B,ORD-1327,28/04/2026,9500,07/06/2026,3,1,19
CUST-328,28/11/2024,820,North America,SUP-D,ORD-1328,30/04/2026,17000,09/06/2026,5,0,13
CUST-329,29/11/2024,940,Europe,SUP-F,ORD-1329,02/05/2026,11000,11/06/2026,4,0,14
CUST-330,30/11/2024,800,Asia-Pacific,SUP-C,ORD-1330,05/05/2026,23000,14/06/2026,5,0,16
CUST-331,01/12/2024,910,Middle East,SUP-G,ORD-1331,08/05/2026,8000,17/06/2026,4,1,15
CUST-332,02/12/2024,880,North America,SUP-A,ORD-1332,10/05/2026,19000,19/06/2026,3,2,12
CUST-333,03/12/2024,860,Europe,SUP-E,ORD-1333,12/05/2026,14000,21/06/2026,5,0,14
CUST-334,04/12/2024,920,Asia-Pacific,SUP-B,ORD-1334,15/05/2026,20500,24/06/2026,4,1,15
CUST-335,05/12/2024,850,Africa,SUP-D,ORD-1335,18/05/2026,7000,27/06/2026,4,0,18
CUST-336,06/12/2024,890,North America,SUP-F,ORD-1336,20/05/2026,18500,29/06/2026,5,0,13
CUST-337,07/12/2024,830,Europe,SUP-C,ORD-1337,22/05/2026,13500,01/07/2026,3,1,14
CUST-338,08/12/2024,950,Asia-Pacific,SUP-G,ORD-1338,25/05/2026,25000,04/07/2026,5,0,16
CUST-339,09/12/2024,810,Middle East,SUP-A,ORD-1339,28/05/2026,9500,07/07/2026,4,1,16
CUST-340,10/12/2024,900,North America,SUP-E,ORD-1340,30/05/2026,16000,09/07/2026,4,0,12
CUST-341,11/12/2024,870,Europe,SUP-B,ORD-1341,02/06/2026,10500,12/07/2026,5,0,14
CUST-342,12/12/2024,890,Asia-Pacific,SUP-D,ORD-1342,05/06/2026,23000,15/07/2026,4,2,15
CUST-343,13/12/2024,930,Africa,SUP-F,ORD-1343,08/06/2026,8000,18/07/2026,3,1,19
CUST-344,14/12/2024,840,North America,SUP-C,ORD-1344,10/06/2026,19000,20/07/2026,5,0,13
CUST-345,15/12/2024,910,Europe,SUP-G,ORD-1345,12/06/2026,14000,22/07/2026,4,1,14
CUST-346,16/12/2024,820,Asia-Pacific,SUP-A,ORD-1346,15/06/2026,22000,25/07/2026,5,0,16
CUST-347,17/12/2024,960,Middle East,SUP-E,ORD-1347,18/06/2026,6500,28/07/2026,4,0,15
CUST-348,18/12/2024,800,North America,SUP-B,ORD-1348,20/06/2026,17500,30/07/2026,3,1,12
CUST-349,19/12/2024,940,Europe,SUP-D,ORD-1349,22/06/2026,12000,01/08/2026,5,0,14
CUST-350,20/12/2024,880,Asia-Pacific,SUP-F,ORD-1350,25/06/2026,24000,04/08/2026,4,2,15
CUST-351,21/12/2024,860,Africa,SUP-C,ORD-1351,28/06/2026,9500,07/08/2026,4,0,18
CUST-352,22/12/2024,900,North America,SUP-G,ORD-1352,30/06/2026,16000,09/08/2026,5,0,13
CUST-353,23/12/2024,850,Europe,SUP-A,ORD-1353,02/07/2026,11000,11/08/2026,3,1,14
CUST-354,24/12/2024,920,Asia-Pacific,SUP-E,ORD-1354,05/07/2026,21500,14/08/2026,5,0,16
CUST-355,25/12/2024,830,Middle East,SUP-B,ORD-1355,08/07/2026,7000,17/08/2026,4,1,15
CUST-356,26/12/2024,950,North America,SUP-D,ORD-1356,10/07/2026,20000,19/08/2026,4,0,12
CUST-357,27/12/2024,810,Europe,SUP-F,ORD-1357,12/07/2026,15000,21/08/2026,5,0,14
CUST-358,28/12/2024,900,Asia-Pacific,SUP-C,ORD-1358,15/07/2026,20000,24/08/2026,4,2,15
CUST-359,29/12/2024,870,Africa,SUP-G,ORD-1359,18/07/2026,9000,27/08/2026,3,1,19
CUST-360,30/12/2024,890,North America,SUP-A,ORD-1360,20/07/2026,18000,29/08/2026,5,0,13
CUST-361,31/12/2024,930,Europe,SUP-E,ORD-1361,22/07/2026,13000,31/08/2026,4,1,14
CUST-362,01/01/2025,840,Asia-Pacific,SUP-B,ORD-1362,25/07/2026,22500,04/09/2026,5,0,16
CUST-363,02/01/2025,960,Middle East,SUP-D,ORD-1363,28/07/2026,8500,07/09/2026,4,0,16
CUST-364,03/01/2025,820,North America,SUP-F,ORD-1364,30/07/2026,17000,09/09/2026,3,1,12
CUST-365,04/01/2025,940,Europe,SUP-C,ORD-1365,02/08/2026,11500,11/09/2026,5,0,14
CUST-366,05/01/2025,800,Asia-Pacific,SUP-G,ORD-1366,05/08/2026,24000,14/09/2026,4,2,15
CUST-367,06/01/2025,910,Africa,SUP-A,ORD-1367,08/08/2026,7000,17/09/2026,4,0,18
CUST-368,07/01/2025,880,North America,SUP-E,ORD-1368,10/08/2026,19500,19/09/2026,5,0,13
CUST-369,08/01/2025,860,Europe,SUP-B,ORD-1369,12/08/2026,14500,21/09/2026,3,1,14
CUST-370,09/01/2025,920,Asia-Pacific,SUP-D,ORD-1370,15/08/2026,20000,24/09/2026,5,0,16
CUST-371,10/01/2025,850,Middle East,SUP-F,ORD-1371,18/08/2026,9000,27/09/2026,4,1,15
CUST-372,11/01/2025,890,North America,SUP-C,ORD-1372,20/08/2026,18000,29/09/2026,4,0,12
CUST-373,12/01/2025,830,Europe,SUP-G,ORD-1373,22/08/2026,13000,01/10/2026,5,0,14
CUST-374,13/01/2025,950,Asia-Pacific,SUP-A,ORD-1374,25/08/2026,22500,04/10/2026,4,2,15
CUST-375,14/01/2025,810,Africa,SUP-E,ORD-1375,28/08/2026,8000,07/10/2026,3,1,19
CUST-376,15/01/2025,900,North America,SUP-B,ORD-1376,30/08/2026,17000,09/10/2026,5,0,13
CUST-377,16/01/2025,870,Europe,SUP-D,ORD-1377,02/09/2026,11500,12/10/2026,4,1,14
CUST-378,17/01/2025,890,Asia-Pacific,SUP-F,ORD-1378,05/09/2026,24000,15/10/2026,4,0,16
CUST-379,18/01/2025,930,Middle East,SUP-C,ORD-1379,08/09/2026,9500,18/10/2026,5,0,16
CUST-380,19/01/2025,840,North America,SUP-G,ORD-1380,10/09/2026,19000,20/10/2026,3,1,12
CUST-381,20/01/2025,910,Europe,SUP-A,ORD-1381,12/09/2026,14000,22/10/2026,4,1,14
CUST-382,21/01/2025,820,Asia-Pacific,SUP-E,ORD-1382,15/09/2026,21000,25/10/2026,5,0,15
CUST-383,22/01/2025,960,Africa,SUP-B,ORD-1383,18/09/2026,6500,28/10/2026,4,2,18
CUST-384,23/01/2025,800,North America,SUP-D,ORD-1384,20/09/2026,18500,30/10/2026,5,0,13
CUST-385,24/01/2025,940,Europe,SUP-F,ORD-1385,22/09/2026,10000,01/11/2026,4,0,14
CUST-386,25/01/2025,880,Asia-Pacific,SUP-C,ORD-1386,25/09/2026,23000,04/11/2026,3,1,16
CUST-387,26/01/2025,860,Middle East,SUP-G,ORD-1387,28/09/2026,8000,07/11/2026,4,1,15
CUST-388,27/01/2025,900,North America,SUP-A,ORD-1388,30/09/2026,20000,09/11/2026,5,0,12
CUST-389,28/01/2025,850,Europe,SUP-E,ORD-1389,02/10/2026,15000,11/11/2026,4,2,14
CUST-390,29/01/2025,920,Asia-Pacific,SUP-B,ORD-1390,05/10/2026,20500,14/11/2026,4,0,15
CUST-391,30/01/2025,830,Africa,SUP-D,ORD-1391,08/10/2026,9000,17/11/2026,5,0,17
CUST-392,31/01/2025,950,North America,SUP-F,ORD-1392,10/10/2026,17000,19/11/2026,3,1,13
CUST-393,01/02/2025,810,Europe,SUP-C,ORD-1393,12/10/2026,12000,21/11/2026,4,1,14
CUST-394,02/02/2025,900,Asia-Pacific,SUP-G,ORD-1394,15/10/2026,24000,24/11/2026,5,0,16
CUST-395,03/02/2025,870,Middle East,SUP-A,ORD-1395,18/10/2026,7500,27/11/2026,4,0,16
CUST-396,04/02/2025,890,North America,SUP-E,ORD-1396,20/10/2026,19000,29/11/2026,5,0,12
CUST-397,05/02/2025,930,Europe,SUP-B,ORD-1397,22/10/2026,14000,01/12/2026,4,2,14
CUST-398,06/02/2025,840,Asia-Pacific,SUP-D,ORD-1398,25/10/2026,21500,04/12/2026,4,1,15
CUST-399,07/02/2025,960,Africa,SUP-F,ORD-1399,28/10/2026,8500,07/12/2026,3,1,19
CUST-400,08/02/2025,820,North America,SUP-C,ORD-1400,30/10/2026,18000,09/12/2026,5,0,13
CUST-401,09/02/2025,940,Europe,SUP-G,ORD-1401,02/11/2026,10000,12/12/2026,4,0,14
CUST-402,10/02/2025,800,Asia-Pacific,SUP-A,ORD-1402,05/11/2026,23500,15/12/2026,5,0,16
CUST-403,11/02/2025,910,Middle East,SUP-E,ORD-1403,08/11/2026,6000,18/12/2026,4,1,15
CUST-404,12/02/2025,880,North America,SUP-B,ORD-1404,10/11/2026,20000,20/12/2026,3,2,12
CUST-405,13/02/2025,860,Europe,SUP-D,ORD-1405,12/11/2026,15000,22/12/2026,5,0,14
CUST-406,14/02/2025,920,Asia-Pacific,SUP-F,ORD-1406,15/11/2026,20000,25/12/2026,4,1,15
CUST-407,15/02/2025,850,Africa,SUP-C,ORD-1407,18/11/2026,9000,28/12/2026,4,0,18
CUST-408,16/02/2025,890,North America,SUP-G,ORD-1408,20/11/2026,17000,30/12/2026,5,0,13
CUST-409,17/02/2025,830,Europe,SUP-A,ORD-1409,22/11/2026,12000,01/01/2027,3,1,14
CUST-410,18/02/2025,950,Asia-Pacific,SUP-E,ORD-1410,25/11/2026,23000,04/01/2027,5,0,16
CUST-411,19/02/2025,810,Middle East,SUP-B,ORD-1411,28/11/2026,7500,07/01/2027,4,1,16
CUST-412,20/02/2025,900,North America,SUP-D,ORD-1412,30/11/2026,18500,09/01/2027,4,0,12
CUST-413,21/02/2025,870,Europe,SUP-F,ORD-1413,02/12/2026,13500,11/01/2027,5,0,14
CUST-414,22/02/2025,890,Asia-Pacific,SUP-C,ORD-1414,05/12/2026,25000,14/01/2027,4,2,15
CUST-415,23/02/2025,930,Africa,SUP-G,ORD-1415,08/12/2026,8000,17/01/2027,3,1,19
CUST-416,24/02/2025,840,North America,SUP-A,ORD-1416,10/12/2026,16000,19/01/2027,5,0,13
CUST-417,25/02/2025,910,Europe,SUP-E,ORD-1417,12/12/2026,11000,21/01/2027,4,1,14
CUST-418,26/02/2025,820,Asia-Pacific,SUP-B,ORD-1418,15/12/2026,21500,24/01/2027,5,0,16
CUST-4十九,27/02/2025,960,Middle East,SUP-D,ORD-1419,18/12/2026,9500,27/01/2027,4,0,15
CUST-420,28/02/2025,800,North America,SUP-F,ORD-1420,20/12/2026,17500,29/01/2027,3,1,12
CUST-421,01/03/2025,940,Europe,SUP-C,ORD-1421,22/12/2026,12500,31/01/2027,5,0,14
CUST-422,02/03/2025,880,Asia-Pacific,SUP-G,ORD-1422,25/12/2026,24000,04/02/2027,4,2,15
CUST-423,03/03/2025,860,Africa,SUP-A,ORD-1423,28/12/2026,6000,07/02/2027,4,0,18
CUST-424,04/03/2025,900,North America,SUP-E,ORD-1424,30/12/2026,19500,09/02/2027,5,0,13
CUST-425,05/03/2025,850,Europe,SUP-B,ORD-1425,02/01/2027,14500,11/02/2027,3,1,14
CUST-426,06/03/2025,920,Asia-Pacific,SUP-D,ORD-1426,05/01/2027,20000,14/02/2027,5,0,16
CUST-427,07/03/2025,830,Middle East,SUP-F,ORD-1427,08/01/2027,8500,17/02/2027,4,1,15
CUST-428,08/03/2025,950,North America,SUP-C,ORD-1428,10/01/2027,18000,19/02/2027,4,0,12
CUST-429,09/03/2025,810,Europe,SUP-G,ORD-1429,12/01/2027,13000,21/02/2027,5,0,14
CUST-430,10/03/2025,900,Asia-Pacific,SUP-A,ORD-1430,15/01/2027,22500,24/02/2027,4,2,15
CUST-431,11/03/2025,870,Africa,SUP-E,ORD-1431,18/01/2027,7000,27/02/2027,3,1,19
CUST-432,12/03/2025,890,North America,SUP-B,ORD-1432,20/01/2027,17000,01/03/2027,5,0,13
CUST-433,13/03/2025,930,Europe,SUP-D,ORD-1433,22/01/2027,11500,03/03/2027,4,1,14
CUST-434,14/03/2025,840,Asia-Pacific,SUP-F,ORD-1434,25/01/2027,24000,06/03/2027,5,0,16
CUST-435,15/03/2025,960,Middle East,SUP-C,ORD-1435,28/01/2027,9500,09/03/2027,4,0,16
CUST-436,16/03/2025,820,North America,SUP-G,ORD-1436,30/01/2027,19000,11/03/2027,3,1,12
CUST-437,17/03/2025,940,Europe,SUP-A,ORD-1437,02/02/2027,14000,14/03/2027,5,0,14
CUST-438,18/03/2025,800,Asia-Pacific,SUP-E,ORD-1438,05/02/2027,21000,17/03/2027,4,2,15
CUST-439,19/03/2025,910,Africa,SUP-B,ORD-1439,08/02/2027,8000,20/03/2027,4,0,18
CUST-440,20/03/2025,880,North America,SUP-D,ORD-1440,10/02/2027,18500,22/03/2027,5,0,13
CUST-441,21/03/2025,860,Europe,SUP-F,ORD-1441,12/02/2027,13000,24/03/2027,3,1,14
CUST-442,22/03/2025,920,Asia-Pacific,SUP-C,ORD-1442,15/02/2027,22500,27/03/2027,5,0,16
CUST-443,23/03/2025,850,Middle East,SUP-G,ORD-1443,18/02/2027,6500,30/03/2027,4,1,15
CUST-444,24/03/2025,890,North America,SUP-A,ORD-1444,20/02/2027,20000,01/04/2027,4,0,12
CUST-445,25/03/2025,830,Europe,SUP-E,ORD-1445,22/02/2027,10500,03/04/2027,5,0,14
CUST-446,26/03/2025,950,Asia-Pacific,SUP-B,ORD-1446,25/02/2027,24000,06/04/2027,4,2,15
CUST-447,27/03/2025,810,Africa,SUP-D,ORD-1447,28/02/2027,9500,09/04/2027,3,1,19
CUST-448,28/03/2025,900,North America,SUP-F,ORD-1448,02/03/2027,17500,11/04/2027,5,0,13
CUST-449,29/03/2025,870,Europe,SUP-C,ORD-1449,05/03/2027,12500,14/04/2027,4,1,14
CUST-450,30/03/2025,890,Asia-Pacific,SUP-G,ORD-1450,08/03/2027,21000,17/04/2027,4,0,16
CUST-451,31/03/2025,930,Middle East,SUP-A,ORD-1451,10/03/2027,7000,19/04/2027,5,0,16
CUST-452,01/04/2025,840,North America,SUP-E,ORD-1452,12/03/2027,19500,21/04/2027,3,1,12
CUST-453,02/04/2025,910,Europe,SUP-B,ORD-1453,15/03/2027,14500,24/04/2027,4,1,14
CUST-454,03/04/2025,820,Asia-Pacific,SUP-D,ORD-1454,18/03/2027,23000,27/04/2027,5,0,15
CUST-455,04/04/2025,960,Africa,SUP-F,ORD-1455,20/03/2027,8000,29/04/2027,4,2,18
CUST-456,05/04/2025,800,North America,SUP-C,ORD-1456,22/03/2027,18000,01/05/2027,5,0,13
CUST-457,06/04/2025,940,Europe,SUP-G,ORD-1457,25/03/2027,10000,04/05/2027,4,0,14
CUST-458,07/04/2025,880,Asia-Pacific,SUP-A,ORD-1458,28/03/2027,22000,07/05/2027,3,1,16
CUST-459,08/04/2025,860,Middle East,SUP-E,ORD-1459,30/03/2027,9000,09/05/2027,4,1,15
CUST-460,09/04/2025,900,North America,SUP-B,ORD-1460,02/04/2027,20000,12/05/2027,5,0,12
CUST-461,10/04/2025,850,Europe,SUP-D,ORD-1461,05/04/2027,15000,15/05/2027,4,2,14
CUST-462,11/04/2025,920,Asia-Pacific,SUP-F,ORD-1462,08/04/2027,20500,18/05/2027,4,0,15
CUST-463,12/04/2025,830,Africa,SUP-C,ORD-1463,10/04/2027,7500,20/05/2027,5,0,17
CUST-464,13/04/2025,950,North America,SUP-G,ORD-1464,12/04/2027,17000,22/05/2027,3,1,13
CUST-465,14/04/2025,810,Europe,SUP-A,ORD-1465,15/04/2027,12000,25/05/2027,4,1,14
CUST-466,15/04/2025,900,Asia-Pacific,SUP-E,ORD-1466,18/04/2027,23500,28/05/2027,5,0,16
CUST-467,16/04/2025,870,Middle East,SUP-B,ORD-1467,20/04/2027,8500,30/05/2027,4,0,16
CUST-468,17/04/2025,890,North America,SUP-D,ORD-1468,22/04/2027,19500,01/06/2027,5,0,12
CUST-469,18/04/2025,930,Europe,SUP-F,ORD-1469,25/04/2027,14000,04/06/2027,4,2,14
CUST-470,19/04/2025,840,Asia-Pacific,SUP-C,ORD-1470,28/04/2027,21000,07/06/2027,4,1,15
CUST-471,20/04/2025,960,Africa,SUP-G,ORD-1471,30/04/2027,9000,09/06/2027,3,1,19
CUST-472,21/04/2025,820,North America,SUP-A,ORD-1472,02/05/2027,18500,11/06/2027,5,0,13
CUST-473,22/04/2025,940,Europe,SUP-E,ORD-1473,05/05/2027,10500,14/06/2027,4,0,14
CUST-474,23/04/2025,800,Asia-Pacific,SUP-B,ORD-1474,08/05/2027,22000,17/06/2027,5,0,16
CUST-475,24/04/2025,910,Middle East,SUP-D,ORD-1475,10/05/2027,6500,19/06/2027,4,1,15
CUST-476,25/04/2025,880,North America,SUP-F,ORD-1476,12/05/2027,20000,21/06/2027,3,2,12
CUST-477,26/04/2025,860,Europe,SUP-C,ORD-1477,15/05/2027,15000,24/06/2027,5,0,14
CUST-478,27/04/2025,920,Asia-Pacific,SUP-G,ORD-1478,18/05/2027,20000,27/06/2027,4,1,15
CUST-479,28/04/2025,850,Africa,SUP-A,ORD-1479,20/05/2027,8000,29/06/2027,4,0,18
CUST-480,29/04/2025,890,North America,SUP-E,ORD-1480,22/05/2027,17000,01/07/2027,5,0,13
CUST-481,30/04/2025,830,Europe,SUP-B,ORD-1481,25/05/2027,12000,04/07/2027,3,1,14
CUST-482,01/05/2025,950,Asia-Pacific,SUP-D,ORD-1482,28/05/2027,23500,07/07/2027,5,0,16
CUST-483,02/05/2025,810,Middle East,SUP-F,ORD-1483,30/05/2027,7000,09/07/2027,4,1,16
CUST-484,03/05/2025,900,North America,SUP-C,ORD-1484,02/06/2027,19000,12/07/2027,4,0,12
CUST-485,04/05/2025,870,Europe,SUP-G,ORD-1485,05/06/2027,14000,15/07/2027,5,0,14
CUST-486,05/05/2025,890,Asia-Pacific,SUP-A,ORD-1486,08/06/2027,21500,18/07/2027,4,2,15
CUST-487,06/05/2025,930,Africa,SUP-E,ORD-1487,10/06/2027,9500,20/07/2027,3,1,19
CUST-488,07/05/2025,840,North America,SUP-B,ORD-1488,12/06/2027,18000,22/07/2027,5,0,13
CUST-489,08/05/2025,910,Europe,SUP-D,ORD-1489,15/06/2027,13000,25/07/2027,4,1,14
CUST-490,09/05/2025,820,Asia-Pacific,SUP-F,ORD-1490,18/06/2027,24500,28/07/2027,5,0,16
CUST-491,10/05/2025,960,Middle East,SUP-C,ORD-1491,20/06/2027,6000,30/07/2027,4,0,15
CUST-492,11/05/2025,800,North America,SUP-G,ORD-1492,22/06/2027,17500,01/08/2027,3,1,12
CUST-493,12/05/2025,940,Europe,SUP-A,ORD-1493,25/06/2027,12500,04/08/2027,5,0,14
CUST-494,13/05/2025,880,Asia-Pacific,SUP-E,ORD-1494,28/06/2027,20000,07/08/2027,4,2,15
