shipment_id,type,date,product_category,origin,O_Country,destination,D_Country,value,freight_cost,customs_clearance_time_days,delivery_status
SHP-2024-0241,Export,30/08/2024,Electronics,Mumbai,India,New York,USA,110000,5500,2.9,On-Time
SHP-2024-0242,Import,31/08/2024,Textiles,Shanghai,China,Mumbai,India,160000,8000,4.3,On-Time
SHP-2024-0243,Export,01/09/2024,Consumer Goods,Mumbai,India,London,UK,62000,3100,2.6,On-Time
SHP-2024-0244,Import,02/09/2024,Industrial Equipment,Hamburg,Germany,Mumbai,India,300000,15000,5,On-Time
SHP-2024-0245,Export,03/09/2024,Electronics,Mumbai,India,Tokyo,Japan,128000,6400,3.3,On-Time
SHP-2024-0246,Import,04/09/2024,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,79000,3950,2.8,On-Time
SHP-2024-0247,Export,05/09/2024,Textiles,Mumbai,India,Dubai,UAE,100000,5000,2.3,Delayed
SHP-2024-0248,Import,06/09/2024,Electronics,Seoul,South Korea,Mumbai,India,225000,11250,4.6,On-Time
SHP-2024-0250,Import,08/09/2024,Textiles,Dhaka,Bangladesh,Mumbai,India,115000,5750,3.5,On-Time
SHP-2024-0251,Export,09/09/2024,Consumer Goods,Mumbai,India,Sydney,Australia,80000,4000,3.9,On-Time
SHP-2024-0252,Import,10/09/2024,Electronics,Taipei,Taiwan,Mumbai,India,255000,12750,4.8,On-Time
SHP-2024-0253,Export,11/09/2024,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,175000,8750,4.1,Delayed
SHP-2024-0254,Import,12/09/2024,Consumer Goods,Bangkok,Thailand,Mumbai,India,92000,4600,3.2,On-Time
SHP-2024-0255,Export,13/09/2024,Textiles,Mumbai,India,New York,USA,150000,7500,3.7,On-Time
SHP-2024-0256,Import,14/09/2024,Industrial Equipment,Genoa,Italy,Mumbai,India,235000,11750,5.3,On-Time
SHP-2024-0257,Export,15/09/2024,Electronics,Mumbai,India,Los Angeles,USA,195000,9750,3.8,On-Time
SHP-2024-0258,Import,16/09/2024,Textiles,Istanbul,Turkey,Mumbai,India,105000,5250,4,On-Time
SHP-2024-0259,Export,17/09/2024,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,58000,2900,2.7,Delayed
SHP-2024-0260,Import,18/09/2024,Electronics,San Francisco,USA,Mumbai,India,265000,13250,4.9,On-Time
SHP-2024-0261,Export,19/09/2024,Industrial Equipment,Mumbai,India,Durban,South Africa,122000,6100,4.4,On-Time
SHP-2024-0262,Import,20/09/2024,Consumer Goods,Jakarta,Indonesia,Mumbai,India,67000,3350,3.4,On-Time
SHP-2024-0263,Export,21/09/2024,Textiles,Mumbai,India,Lagos,Nigeria,85000,4250,4.2,On-Time
SHP-2024-0264,Import,22/09/2024,Industrial Equipment,Yokohama,Japan,Mumbai,India,380000,19000,5.6,On-Time
SHP-2024-0265,Export,23/09/2024,Electronics,Mumbai,India,Mexico City,Mexico,148000,7400,4.7,Delayed
SHP-2024-0266,Import,24/09/2024,Consumer Goods,Manila,Philippines,Mumbai,India,59000,2950,3.6,On-Time
SHP-2024-0267,Export,25/09/2024,Textiles,Mumbai,India,Cairo,Egypt,69000,3450,3.1,On-Time
SHP-2024-0268,Import,26/09/2024,Electronics,Helsinki,Finland,Mumbai,India,200000,10000,4.5,On-Time
SHP-2024-0269,Export,27/09/2024,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,90000,4500,5.1,On-Time
SHP-2024-0270,Import,28/09/2024,Industrial Equipment,Busan,South Korea,Mumbai,India,325000,16250,5.4,On-Time
SHP-2024-0271,Export,29/09/2024,Electronics,Mumbai,India,New York,USA,113000,5650,3,Delayed
SHP-2024-0272,Import,30/09/2024,Textiles,Shanghai,China,Mumbai,India,165000,8250,4.4,On-Time
SHP-2024-0273,Export,01/10/2024,Consumer Goods,Mumbai,India,London,UK,64000,3200,2.7,On-Time
SHP-2024-0274,Import,02/10/2024,Industrial Equipment,Hamburg,Germany,Mumbai,India,305000,15250,5.1,On-Time
SHP-2024-0275,Export,03/10/2024,Electronics,Mumbai,India,Tokyo,Japan,132000,6600,3.4,On-Time
SHP-2024-0276,Import,04/10/2024,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,81000,4050,2.9,On-Time
SHP-2024-0277,Export,05/10/2024,Textiles,Mumbai,India,Dubai,UAE,103000,5150,2.4,On-Time
SHP-2024-0278,Import,06/10/2024,Electronics,Seoul,South Korea,Mumbai,India,230000,11500,4.7,Delayed
SHP-2024-0280,Import,08/10/2024,Textiles,Dhaka,Bangladesh,Mumbai,India,118000,5900,3.6,On-Time
SHP-2024-0281,Export,09/10/2024,Consumer Goods,Mumbai,India,Sydney,Australia,83000,4150,4,On-Time
SHP-2024-0282,Import,10/10/2024,Electronics,Taipei,Taiwan,Mumbai,India,260000,13000,4.9,On-Time
SHP-2024-0283,Export,11/10/2024,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,180000,9000,4.2,On-Time
SHP-2024-0284,Import,12/10/2024,Consumer Goods,Bangkok,Thailand,Mumbai,India,95000,4750,3.3,Delayed
SHP-2024-0285,Export,13/10/2024,Textiles,Mumbai,India,New York,USA,155000,7750,3.8,On-Time
SHP-2024-0286,Import,14/10/2024,Industrial Equipment,Genoa,Italy,Mumbai,India,240000,12000,5.4,On-Time
SHP-2024-0287,Export,15/10/2024,Electronics,Mumbai,India,Los Angeles,USA,200000,10000,3.9,On-Time
SHP-2024-0288,Import,16/10/2024,Textiles,Istanbul,Turkey,Mumbai,India,108000,5400,4.1,On-Time
SHP-2024-0289,Export,17/10/2024,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,60000,3000,2.8,On-Time
SHP-2024-0290,Import,18/10/2024,Electronics,San Francisco,USA,Mumbai,India,270000,13500,5,Delayed
SHP-2024-0291,Export,19/10/2024,Industrial Equipment,Mumbai,India,Durban,South Africa,125000,6250,4.5,On-Time
SHP-2024-0292,Import,20/10/2024,Consumer Goods,Jakarta,Indonesia,Mumbai,India,69000,3450,3.5,On-Time
SHP-2024-0293,Export,21/10/2024,Textiles,Mumbai,India,Lagos,Nigeria,88000,4400,4.3,On-Time
SHP-2024-0294,Import,22/10/2024,Industrial Equipment,Yokohama,Japan,Mumbai,India,390000,19500,5.7,On-Time
SHP-2024-0295,Export,23/10/2024,Electronics,Mumbai,India,Mexico City,Mexico,152000,7600,4.8,On-Time
SHP-2024-0296,Import,24/10/2024,Consumer Goods,Manila,Philippines,Mumbai,India,61000,3050,3.7,Delayed
SHP-2024-0297,Export,25/10/2024,Textiles,Mumbai,India,Cairo,Egypt,71000,3550,3.2,On-Time
SHP-2024-0298,Import,26/10/2024,Electronics,Helsinki,Finland,Mumbai,India,205000,10250,4.6,On-Time
SHP-2024-0299,Export,27/10/2024,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,93000,4650,5.2,On-Time
SHP-2024-0300,Import,28/10/2024,Industrial Equipment,Busan,South Korea,Mumbai,India,330000,16500,5.5,On-Time
SHP-2024-0301,Export,29/10/2024,Electronics,Mumbai,India,New York,USA,116000,5800,3.1,On-Time
SHP-2024-0302,Import,30/10/2024,Textiles,Shanghai,China,Mumbai,India,170000,8500,4.5,Delayed
SHP-2024-0303,Export,31/10/2024,Consumer Goods,Mumbai,India,London,UK,66000,3300,2.8,On-Time
SHP-2024-0304,Import,01/11/2024,Industrial Equipment,Hamburg,Germany,Mumbai,India,310000,15500,5.2,On-Time
SHP-2024-0305,Export,02/11/2024,Electronics,Mumbai,India,Tokyo,Japan,135000,6750,3.5,On-Time
SHP-2024-0306,Import,03/11/2024,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,83000,4150,3,On-Time
SHP-2024-0307,Export,04/11/2024,Textiles,Mumbai,India,Dubai,UAE,106000,5300,2.5,On-Time
SHP-2024-0308,Import,05/11/2024,Electronics,Seoul,South Korea,Mumbai,India,235000,11750,4.8,On-Time
SHP-2024-0310,Import,07/11/2024,Textiles,Dhaka,Bangladesh,Mumbai,India,122000,6100,3.7,On-Time
SHP-2024-0311,Export,08/11/2024,Consumer Goods,Mumbai,India,Sydney,Australia,86000,4300,4.1,On-Time
SHP-2024-0312,Import,09/11/2024,Electronics,Taipei,Taiwan,Mumbai,India,265000,13250,5,On-Time
SHP-2024-0313,Export,10/11/2024,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,185000,9250,4.3,On-Time
SHP-2024-0314,Import,11/11/2024,Consumer Goods,Bangkok,Thailand,Mumbai,India,98000,4900,3.4,On-Time
SHP-2024-0315,Export,12/11/2024,Textiles,Mumbai,India,New York,USA,160000,8000,3.9,Delayed
SHP-2024-0316,Import,13/11/2024,Industrial Equipment,Genoa,Italy,Mumbai,India,245000,12250,5.5,On-Time
SHP-2024-0317,Export,14/11/2024,Electronics,Mumbai,India,Los Angeles,USA,205000,10250,4,On-Time
SHP-2024-0318,Import,15/11/2024,Textiles,Istanbul,Turkey,Mumbai,India,112000,5600,4.2,On-Time
SHP-2024-0319,Export,16/11/2024,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,63000,3150,2.9,On-Time
SHP-2024-0320,Import,17/11/2024,Electronics,San Francisco,USA,Mumbai,India,275000,13750,5.1,On-Time
SHP-2024-0321,Export,18/11/2024,Industrial Equipment,Mumbai,India,Durban,South Africa,128000,6400,4.6,Delayed
SHP-2024-0322,Import,19/11/2024,Consumer Goods,Jakarta,Indonesia,Mumbai,India,71000,3550,3.6,On-Time
SHP-2024-0323,Export,20/11/2024,Textiles,Mumbai,India,Lagos,Nigeria,90000,4500,4.4,On-Time
SHP-2024-0324,Import,21/11/2024,Industrial Equipment,Yokohama,Japan,Mumbai,India,400000,20000,5.8,On-Time
SHP-2024-0325,Export,22/11/2024,Electronics,Mumbai,India,Mexico City,Mexico,155000,7750,4.9,On-Time
SHP-2024-0326,Import,23/11/2024,Consumer Goods,Manila,Philippines,Mumbai,India,63000,3150,3.8,On-Time
SHP-2024-0327,Export,24/11/2024,Textiles,Mumbai,India,Cairo,Egypt,73000,3650,3.3,Delayed
SHP-2024-0328,Import,25/11/2024,Electronics,Helsinki,Finland,Mumbai,India,210000,10500,4.7,On-Time
SHP-2024-0329,Export,26/11/2024,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,96000,4800,5.3,On-Time
SHP-2024-0330,Import,27/11/2024,Industrial Equipment,Busan,South Korea,Mumbai,India,335000,16750,5.6,On-Time
SHP-2024-0331,Export,28/11/2024,Electronics,Mumbai,India,New York,USA,119000,5950,3.2,On-Time
SHP-2024-0332,Import,29/11/2024,Textiles,Shanghai,China,Mumbai,India,175000,8750,4.6,On-Time
SHP-2024-0333,Export,30/11/2024,Consumer Goods,Mumbai,India,London,UK,68000,3400,2.9,Delayed
SHP-2024-0334,Import,01/12/2024,Industrial Equipment,Hamburg,Germany,Mumbai,India,315000,15750,5.3,On-Time
SHP-2024-0335,Export,02/12/2024,Electronics,Mumbai,India,Tokyo,Japan,138000,6900,3.6,On-Time
SHP-2024-0336,Import,03/12/2024,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,85000,4250,3.1,On-Time
SHP-2024-0337,Export,04/12/2024,Textiles,Mumbai,India,Dubai,UAE,109000,5450,2.6,On-Time
SHP-2024-0338,Import,05/12/2024,Electronics,Seoul,South Korea,Mumbai,India,240000,12000,4.9,On-Time
SHP-2024-0340,Import,07/12/2024,Textiles,Dhaka,Bangladesh,Mumbai,India,125000,6250,3.8,Delayed
SHP-2024-0341,Export,08/12/2024,Consumer Goods,Mumbai,India,Sydney,Australia,89000,4450,4.2,On-Time
SHP-2024-0342,Import,09/12/2024,Electronics,Taipei,Taiwan,Mumbai,India,270000,13500,5.1,On-Time
SHP-2024-0343,Export,10/12/2024,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,190000,9500,4.4,On-Time
SHP-2024-0344,Import,11/12/2024,Consumer Goods,Bangkok,Thailand,Mumbai,India,101000,5050,3.5,On-Time
SHP-2024-0345,Export,12/12/2024,Textiles,Mumbai,India,New York,USA,165000,8250,4,On-Time
SHP-2024-0346,Import,13/12/2024,Industrial Equipment,Genoa,Italy,Mumbai,India,250000,12500,5.6,Delayed
SHP-2024-0347,Export,14/12/2024,Electronics,Mumbai,India,Los Angeles,USA,210000,10500,4.1,On-Time
SHP-2024-0348,Import,15/12/2024,Textiles,Istanbul,Turkey,Mumbai,India,115000,5750,4.3,On-Time
SHP-2024-0349,Export,16/12/2024,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,65000,3250,3,On-Time
SHP-2024-0350,Import,17/12/2024,Electronics,San Francisco,USA,Mumbai,India,280000,14000,5.2,On-Time
SHP-2024-0351,Export,18/12/2024,Industrial Equipment,Mumbai,India,Durban,South Africa,132000,6600,4.7,On-Time
SHP-2024-0352,Import,19/12/2024,Consumer Goods,Jakarta,Indonesia,Mumbai,India,73000,3650,3.7,Delayed
SHP-2024-0353,Export,20/12/2024,Textiles,Mumbai,India,Lagos,Nigeria,93000,4650,4.5,On-Time
SHP-2024-0354,Import,21/12/2024,Industrial Equipment,Yokohama,Japan,Mumbai,India,410000,20500,5.9,On-Time
SHP-2024-0355,Export,22/12/2024,Electronics,Mumbai,India,Mexico City,Mexico,158000,7900,5,On-Time
SHP-2024-0356,Import,23/12/2024,Consumer Goods,Manila,Philippines,Mumbai,India,65000,3250,3.9,On-Time
SHP-2024-0357,Export,24/12/2024,Textiles,Mumbai,India,Cairo,Egypt,75000,3750,3.4,On-Time
SHP-2024-0358,Import,25/12/2024,Electronics,Helsinki,Finland,Mumbai,India,215000,10750,4.8,Delayed
SHP-2024-0359,Export,26/12/2024,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,99000,4950,5.4,On-Time
SHP-2024-0360,Import,27/12/2024,Industrial Equipment,Busan,South Korea,Mumbai,India,340000,17000,5.7,On-Time
SHP-2024-0361,Export,28/12/2024,Electronics,Mumbai,India,New York,USA,122000,6100,3.3,On-Time
SHP-2024-0362,Import,29/12/2024,Textiles,Shanghai,China,Mumbai,India,180000,9000,4.7,On-Time
SHP-2024-0363,Export,30/12/2024,Consumer Goods,Mumbai,India,London,UK,70000,3500,3,On-Time
SHP-2024-0364,Import,31/12/2024,Industrial Equipment,Hamburg,Germany,Mumbai,India,320000,16000,5.4,Delayed
SHP-2025-0001,Export,02/01/2025,Electronics,Mumbai,India,New York,USA,86500,4325,2.1,On-Time
SHP-2025-0002,Import,03/01/2025,Textiles,Shanghai,China,Mumbai,India,122000,6100,3.5,On-Time
SHP-2025-0003,Export,04/01/2025,Consumer Goods,Mumbai,India,London,UK,46500,2325,1.8,On-Time
SHP-2025-0004,Import,05/01/2025,Industrial Equipment,Hamburg,Germany,Mumbai,India,255000,12750,4.2,Delayed
SHP-2025-0005,Export,06/01/2025,Electronics,Mumbai,India,Tokyo,Japan,97000,4850,2.5,On-Time
SHP-2025-0006,Import,07/01/2025,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,61500,3075,2,On-Time
SHP-2025-0007,Export,08/01/2025,Textiles,Mumbai,India,Dubai,UAE,76500,3825,1.5,On-Time
SHP-2025-0008,Import,09/01/2025,Electronics,Seoul,South Korea,Mumbai,India,183000,9150,3.8,On-Time
SHP-2025-0009,Export,10/01/2025,Industrial Equipment,Mumbai,India,Singapore,Singapore,66500,3325,2.2,On-Time
SHP-2025-0010,Import,11/01/2025,Textiles,Dhaka,Bangladesh,Mumbai,India,91500,4575,2.7,On-Time
SHP-2025-0011,Export,12/01/2025,Consumer Goods,Mumbai,India,Sydney,Australia,56500,2825,3.1,Delayed
SHP-2025-0012,Import,13/01/2025,Electronics,Taipei,Taiwan,Mumbai,India,214000,10700,4,On-Time
SHP-2025-0013,Export,14/01/2025,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,133000,6650,3.3,On-Time
SHP-2025-0014,Import,15/01/2025,Consumer Goods,Bangkok,Thailand,Mumbai,India,71500,3575,2.4,On-Time
SHP-2025-0015,Export,16/01/2025,Textiles,Mumbai,India,New York,USA,112000,5600,2.9,On-Time
SHP-2025-0016,Import,17/01/2025,Industrial Equipment,Genoa,Italy,Mumbai,India,194000,9700,4.5,On-Time
SHP-2025-0017,Export,18/01/2025,Electronics,Mumbai,India,Los Angeles,USA,153000,7650,3,On-Time
SHP-2025-0018,Import,19/01/2025,Textiles,Istanbul,Turkey,Mumbai,India,81500,4075,3.2,Delayed
SHP-2025-0019,Export,20/01/2025,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,36500,1825,1.9,On-Time
SHP-2025-0020,Import,21/01/2025,Electronics,San Francisco,USA,Mumbai,India,224000,11200,4.1,On-Time
SHP-2025-0021,Export,22/01/2025,Industrial Equipment,Mumbai,India,Durban,South Africa,97000,4850,3.6,On-Time
SHP-2025-0022,Import,23/01/2025,Consumer Goods,Jakarta,Indonesia,Mumbai,India,49500,2475,2.6,On-Time
SHP-2025-0023,Export,24/01/2025,Textiles,Mumbai,India,Lagos,Nigeria,66500,3325,3.4,On-Time
SHP-2025-0024,Import,25/01/2025,Industrial Equipment,Yokohama,Japan,Mumbai,India,305000,15250,4.8,Delayed
SHP-2025-0025,Export,26/01/2025,Electronics,Mumbai,India,Mexico City,Mexico,122000,6100,3.9,On-Time
SHP-2025-0026,Import,27/01/2025,Consumer Goods,Manila,Philippines,Mumbai,India,41500,2075,2.8,On-Time
SHP-2025-0027,Export,28/01/2025,Textiles,Mumbai,India,Cairo,Egypt,51500,2575,2.3,On-Time
SHP-2025-0028,Import,29/01/2025,Electronics,Helsinki,Finland,Mumbai,India,163000,8150,3.7,On-Time
SHP-2025-0029,Export,30/01/2025,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,71500,3575,4.3,On-Time
SHP-2025-0030,Import,31/01/2025,Industrial Equipment,Busan,South Korea,Mumbai,India,284000,14200,4.6,On-Time
SHP-2025-0031,Export,01/02/2025,Electronics,Mumbai,India,New York,USA,89500,4475,2.2,On-Time
SHP-2025-0032,Import,02/02/2025,Textiles,Shanghai,China,Mumbai,India,127000,6350,3.6,On-Time
SHP-2025-0033,Export,03/02/2025,Consumer Goods,Mumbai,India,London,UK,48500,2425,1.9,Delayed
SHP-2025-0034,Import,04/02/2025,Industrial Equipment,Hamburg,Germany,Mumbai,India,265000,13250,4.3,On-Time
SHP-2025-0035,Export,05/02/2025,Electronics,Mumbai,India,Tokyo,Japan,101000,5050,2.6,On-Time
SHP-2025-0036,Import,06/02/2025,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,64500,3225,2.1,On-Time
SHP-2025-0037,Export,07/02/2025,Textiles,Mumbai,India,Dubai,UAE,80500,4025,1.6,On-Time
SHP-2025-0038,Import,08/02/2025,Electronics,Seoul,South Korea,Mumbai,India,190000,9500,3.9,On-Time
SHP-2025-0040,Import,10/02/2025,Textiles,Dhaka,Bangladesh,Mumbai,India,95500,4775,2.8,On-Time
SHP-2025-0041,Export,11/02/2025,Consumer Goods,Mumbai,India,Sydney,Australia,60500,3025,3.2,On-Time
SHP-2025-0042,Import,12/02/2025,Electronics,Taipei,Taiwan,Mumbai,India,222000,11100,4.1,On-Time
SHP-2025-0043,Export,13/02/2025,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,141000,7050,3.4,On-Time
SHP-2025-0044,Import,14/02/2025,Consumer Goods,Bangkok,Thailand,Mumbai,India,75500,3775,2.5,On-Time
SHP-2025-0045,Export,15/02/2025,Textiles,Mumbai,India,New York,USA,117000,5850,3,Delayed
SHP-2025-0046,Import,16/02/2025,Industrial Equipment,Genoa,Italy,Mumbai,India,202000,10100,4.6,On-Time
SHP-2025-0047,Export,17/02/2025,Electronics,Mumbai,India,Los Angeles,USA,161000,8050,3.1,On-Time
SHP-2025-0048,Import,18/02/2025,Textiles,Istanbul,Turkey,Mumbai,India,85500,4275,3.3,On-Time
SHP-2025-0049,Export,19/02/2025,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,40500,2025,2,On-Time
SHP-2025-0050,Import,20/02/2025,Electronics,San Francisco,USA,Mumbai,India,232000,11600,4.2,On-Time
SHP-2025-0051,Export,21/02/2025,Industrial Equipment,Mumbai,India,Durban,South Africa,100000,5000,3.7,On-Time
SHP-2025-0052,Import,22/02/2025,Consumer Goods,Jakarta,Indonesia,Mumbai,India,52500,2625,2.7,On-Time
SHP-2025-0053,Export,23/02/2025,Textiles,Mumbai,India,Lagos,Nigeria,69500,3475,3.5,Delayed
SHP-2025-0054,Import,24/02/2025,Industrial Equipment,Yokohama,Japan,Mumbai,India,315000,15750,4.9,On-Time
SHP-2025-0055,Export,25/02/2025,Electronics,Mumbai,India,Mexico City,Mexico,126000,6300,4,On-Time
SHP-2025-0056,Import,26/02/2025,Consumer Goods,Manila,Philippines,Mumbai,India,44500,2225,2.9,On-Time
SHP-2025-0057,Export,27/02/2025,Textiles,Mumbai,India,Cairo,Egypt,54500,2725,2.4,On-Time
SHP-2025-0058,Import,28/02/2025,Electronics,Helsinki,Finland,Mumbai,India,168000,8400,3.8,On-Time
SHP-2025-0059,Export,01/03/2025,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,74500,3725,4.4,Delayed
SHP-2025-0060,Import,02/03/2025,Industrial Equipment,Busan,South Korea,Mumbai,India,292000,14600,4.7,On-Time
SHP-2025-0061,Export,03/03/2025,Electronics,Mumbai,India,New York,USA,93500,4675,2.3,On-Time
SHP-2025-0062,Import,04/03/2025,Textiles,Shanghai,China,Mumbai,India,132000,6600,3.7,On-Time
SHP-2025-0063,Export,05/03/2025,Consumer Goods,Mumbai,India,London,UK,51500,2575,2,On-Time
SHP-2025-0064,Import,06/03/2025,Industrial Equipment,Hamburg,Germany,Mumbai,India,275000,13750,4.4,On-Time
SHP-2025-0065,Export,07/03/2025,Electronics,Mumbai,India,Tokyo,Japan,107000,5350,2.7,On-Time
SHP-2025-0066,Import,08/03/2025,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,67500,3375,2.2,Delayed
SHP-2025-0067,Export,09/03/2025,Textiles,Mumbai,India,Dubai,UAE,84500,4225,1.7,On-Time
SHP-2025-0068,Import,10/03/2025,Electronics,Seoul,South Korea,Mumbai,India,198000,9900,4,On-Time
SHP-2025-0070,Import,12/03/2025,Textiles,Dhaka,Bangladesh,Mumbai,India,99500,4975,2.9,On-Time
SHP-2025-0071,Export,13/03/2025,Consumer Goods,Mumbai,India,Sydney,Australia,63500,3175,3.3,On-Time
SHP-2025-0072,Import,14/03/2025,Electronics,Taipei,Taiwan,Mumbai,India,229000,11450,4.2,Delayed
SHP-2025-0073,Export,15/03/2025,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,148000,7400,3.5,On-Time
SHP-2025-0074,Import,16/03/2025,Consumer Goods,Bangkok,Thailand,Mumbai,India,79500,3975,2.6,On-Time
SHP-2025-0075,Export,17/03/2025,Textiles,Mumbai,India,New York,USA,122000,6100,3.1,On-Time
SHP-2025-0076,Import,18/03/2025,Industrial Equipment,Genoa,Italy,Mumbai,India,209000,10450,4.7,On-Time
SHP-2025-0077,Export,19/03/2025,Electronics,Mumbai,India,Los Angeles,USA,168000,8400,3.2,On-Time
SHP-2025-0078,Import,20/03/2025,Textiles,Istanbul,Turkey,Mumbai,India,89500,4475,3.4,On-Time
SHP-2025-0079,Export,21/03/2025,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,43500,2175,2.1,Delayed
SHP-2025-0080,Import,22/03/2025,Electronics,San Francisco,USA,Mumbai,India,239000,11950,4.3,On-Time
SHP-2025-0081,Export,23/03/2025,Industrial Equipment,Mumbai,India,Durban,South Africa,104000,5200,3.8,On-Time
SHP-2025-0082,Import,24/03/2025,Consumer Goods,Jakarta,Indonesia,Mumbai,India,55500,2775,2.8,On-Time
SHP-2025-0083,Export,25/03/2025,Textiles,Mumbai,India,Lagos,Nigeria,72500,3625,3.6,On-Time
SHP-2025-0084,Import,26/03/2025,Industrial Equipment,Yokohama,Japan,Mumbai,India,325000,16250,5,On-Time
SHP-2025-0085,Export,27/03/2025,Electronics,Mumbai,India,Mexico City,Mexico,130000,6500,4.1,Delayed
SHP-2025-0086,Import,28/03/2025,Consumer Goods,Manila,Philippines,Mumbai,India,47500,2375,3,On-Time
SHP-2025-0087,Export,29/03/2025,Textiles,Mumbai,India,Cairo,Egypt,57500,2875,2.5,On-Time
SHP-2025-0088,Import,30/03/2025,Electronics,Helsinki,Finland,Mumbai,India,173000,8650,3.9,On-Time
SHP-2025-0089,Export,31/03/2025,Consumer Goods,Mumbai,India,Rio de Janeiro,Brazil,77500,3875,4.5,On-Time
SHP-2025-0090,Import,01/04/2025,Industrial Equipment,Busan,South Korea,Mumbai,India,299000,14950,4.8,On-Time
SHP-2025-0091,Export,02/04/2025,Electronics,Mumbai,India,New York,USA,96500,4825,2.4,On-Time
SHP-2025-0092,Import,03/04/2025,Textiles,Shanghai,China,Mumbai,India,137000,6850,3.8,Delayed
SHP-2025-0093,Export,04/04/2025,Consumer Goods,Mumbai,India,London,UK,53500,2675,2.1,On-Time
SHP-2025-0094,Import,05/04/2025,Industrial Equipment,Hamburg,Germany,Mumbai,India,279000,13950,4.5,On-Time
SHP-2025-0095,Export,06/04/2025,Electronics,Mumbai,India,Tokyo,Japan,112000,5600,2.8,On-Time
SHP-2025-0096,Import,07/04/2025,Consumer Goods,Ho Chi Minh City,Vietnam,Mumbai,India,69500,3475,2.3,On-Time
SHP-2025-0097,Export,08/04/2025,Textiles,Mumbai,India,Dubai,UAE,87500,4375,1.8,On-Time
SHP-2025-0098,Import,09/04/2025,Electronics,Seoul,South Korea,Mumbai,India,203000,10150,4.1,Delayed
SHP-2025-0100,Import,11/04/2025,Textiles,Dhaka,Bangladesh,Mumbai,India,101000,5050,3,On-Time
SHP-2025-0101,Export,12/04/2025,Consumer Goods,Mumbai,India,Sydney,Australia,66500,3325,3.4,On-Time
SHP-2025-0102,Import,13/04/2025,Electronics,Taipei,Taiwan,Mumbai,India,233000,11650,4.3,On-Time
SHP-2025-0103,Export,14/04/2025,Industrial Equipment,Mumbai,India,Rotterdam,Netherlands,151000,7550,3.6,On-Time
SHP-2025-0104,Import,15/04/2025,Consumer Goods,Bangkok,Thailand,Mumbai,India,81500,4075,2.7,Delayed
SHP-2025-0105,Export,16/04/2025,Textiles,Mumbai,India,New York,USA,127000,6350,3.2,On-Time
SHP-2025-0106,Import,17/04/2025,Industrial Equipment,Genoa,Italy,Mumbai,India,213000,10650,4.8,On-Time
SHP-2025-0107,Export,18/04/2025,Electronics,Mumbai,India,Los Angeles,USA,171000,8550,3.3,On-Time
SHP-2025-0108,Import,19/04/2025,Textiles,Istanbul,Turkey,Mumbai,India,91500,4575,3.5,On-Time
SHP-2025-0109,Export,20/04/2025,Consumer Goods,Mumbai,India,Jeddah,Saudi Arabia,46500,2325,2.2,On-Time
SHP-2025-0110,Import,21/04/2025,Electronics,San Francisco,USA,Mumbai,India,243000,12150,4.4,Delayed
SHP-2025-0111,Export,22/04/2025,Industrial Equipment,Mumbai,India,Durban,South Africa,106000,5300,3.9,On-Time
SHP-2025-0112,Import,23/04/2025,Consumer Goods,Jakarta,Indonesia,Mumbai,India,57500,2875,2.9,On-Time
SHP-2025-0113,Export,24/04/2025,Textiles,Mumbai,India,Lagos,Nigeria,74500,3725,3.7,On-Time
SHP-2025-0114,Import,25/04/2025,Industrial Equipment,Yokohama,Japan,Mumbai,India,335000,16750,5.1,On-Time
SHP-2025-0115,Export,26/04/2025,Electronics,Mumbai,India,Mexico City,Mexico,134000,6700,4.2,On-Time
SHP-2025-0116,Import,27/04/2025,Consumer Goods,Manila,Philippines,Mumbai,India,49500,2475,3.1,Delayed
