Order Id,risk_score,risk_tier,Shipping Mode,actual_late
9619,0.9959,High,First Class,1
58304,0.9959,High,First Class,1
49787,0.9959,High,First Class,1
49579,0.9959,High,First Class,1
48412,0.9959,High,First Class,1
49143,0.9959,High,First Class,1
76493,0.9959,High,First Class,1
53443,0.9959,High,First Class,1
51942,0.9959,High,First Class,1
53255,0.9959,High,First Class,1
58389,0.9959,High,First Class,1
3927,0.9959,High,First Class,1
53255,0.9959,High,First Class,1
59628,0.9959,High,First Class,1
10085,0.9959,High,First Class,1
47282,0.9959,High,First Class,1
32240,0.9959,High,First Class,1
34296,0.9959,High,First Class,1
34296,0.9959,High,First Class,1
53054,0.9959,High,First Class,1
5975,0.9959,High,First Class,1
57009,0.9959,High,First Class,1
977,0.9959,High,First Class,1
1677,0.9959,High,First Class,1
3773,0.9959,High,First Class,1
52350,0.9959,High,First Class,1
3773,0.9959,High,First Class,1
225,0.9959,High,First Class,1
9619,0.9959,High,First Class,1
57288,0.9959,High,First Class,1
59695,0.9959,High,First Class,1
1240,0.9959,High,First Class,1
58674,0.9959,High,First Class,1
57686,0.9959,High,First Class,1
51863,0.9959,High,First Class,1
51862,0.9959,High,First Class,1
51814,0.9959,High,First Class,1
7346,0.9959,High,First Class,1
53317,0.9959,High,First Class,1
58321,0.9959,High,First Class,1
58304,0.9959,High,First Class,1
52758,0.9959,High,First Class,1
9827,0.9959,High,First Class,1
31825,0.9959,High,First Class,1
10085,0.9959,High,First Class,1
10218,0.9959,High,First Class,1
57301,0.9959,High,First Class,1
3773,0.9959,High,First Class,1
13750,0.9959,High,First Class,1
55367,0.9959,High,First Class,1
32240,0.9959,High,First Class,1
32240,0.9959,High,First Class,1
2967,0.9959,High,First Class,1
53317,0.9959,High,First Class,1
7264,0.9959,High,First Class,1
9811,0.9959,High,First Class,1
9811,0.9959,High,First Class,1
9619,0.9959,High,First Class,1
57288,0.9959,High,First Class,1
1677,0.9959,High,First Class,1
57704,0.9959,High,First Class,1
3773,0.9959,High,First Class,1
3927,0.9959,High,First Class,1
54405,0.9959,High,First Class,1
18104,0.9959,High,First Class,1
18104,0.9959,High,First Class,1
53238,0.9959,High,First Class,1
57627,0.9959,High,First Class,1
59628,0.9959,High,First Class,1
57301,0.9959,High,First Class,1
10218,0.9959,High,First Class,1
75948,0.9959,High,First Class,1
63881,0.9959,High,First Class,1
60950,0.9959,High,First Class,1
4061,0.9959,High,First Class,1
8769,0.9959,High,First Class,1
76896,0.9959,High,First Class,1
67249,0.9959,High,First Class,1
55149,0.9959,High,First Class,1
55149,0.9959,High,First Class,1
53054,0.9959,High,First Class,1
52966,0.9959,High,First Class,1
8769,0.9959,High,First Class,1
6518,0.9959,High,First Class,1
6518,0.9959,High,First Class,1
8769,0.9959,High,First Class,1
23354,0.9959,High,First Class,1
71798,0.9959,High,First Class,1
52758,0.9959,High,First Class,1
59887,0.9959,High,First Class,1
58674,0.9959,High,First Class,1
59192,0.9959,High,First Class,1
58303,0.9959,High,First Class,1
57009,0.9959,High,First Class,1
59192,0.9959,High,First Class,1
1588,0.9959,High,First Class,1
1112,0.9959,High,First Class,1
4706,0.9959,High,First Class,1
3235,0.9959,High,First Class,1
55149,0.9959,High,First Class,1
3235,0.9959,High,First Class,1
23354,0.9959,High,First Class,1
49147,0.9959,High,First Class,1
759,0.9959,High,First Class,1
4706,0.9959,High,First Class,1
4542,0.9959,High,First Class,1
13750,0.9959,High,First Class,1
9602,0.9959,High,First Class,1
59628,0.9959,High,First Class,1
59410,0.9959,High,First Class,1
3927,0.9959,High,First Class,1
66069,0.9959,High,First Class,1
64574,0.9959,High,First Class,1
64574,0.9959,High,First Class,1
10988,0.9959,High,First Class,1
60718,0.9959,High,First Class,1
10218,0.9959,High,First Class,1
3366,0.9959,High,First Class,1
12735,0.9959,High,First Class,1
64574,0.9959,High,First Class,1
24927,0.9959,High,First Class,1
55149,0.9959,High,First Class,1
53053,0.9959,High,First Class,1
52759,0.9959,High,First Class,1
64583,0.9959,High,First Class,1
55715,0.9959,High,First Class,1
296,0.9959,High,First Class,1
65309,0.9959,High,First Class,1
58674,0.9959,High,First Class,1
60188,0.9959,High,First Class,1
60188,0.9959,High,First Class,1
63881,0.9959,High,First Class,1
9602,0.9959,High,First Class,1
1588,0.9959,High,First Class,1
59695,0.9959,High,First Class,1
65309,0.9959,High,First Class,1
65087,0.9959,High,First Class,1
49143,0.9959,High,First Class,1
49143,0.9959,High,First Class,1
49143,0.9959,High,First Class,1
47982,0.9959,High,First Class,1
48412,0.9959,High,First Class,1
50890,0.9959,High,First Class,1
49143,0.9959,High,First Class,1
48412,0.9959,High,First Class,1
68906,0.9959,High,First Class,1
8769,0.9959,High,First Class,1
55715,0.9959,High,First Class,1
32240,0.9959,High,First Class,1
53443,0.9959,High,First Class,1
52759,0.9959,High,First Class,1
9827,0.9959,High,First Class,1
10302,0.9959,High,First Class,1
10150,0.9959,High,First Class,1
68300,0.9959,High,First Class,1
75080,0.9959,High,First Class,1
9827,0.9959,High,First Class,1
5968,0.9959,High,First Class,1
47282,0.9959,High,First Class,1
58306,0.9959,High,First Class,1
58304,0.9959,High,First Class,1
34298,0.9959,High,First Class,1
34298,0.9959,High,First Class,1
18104,0.9959,High,First Class,1
57627,0.9959,High,First Class,1
53443,0.9959,High,First Class,1
31825,0.9959,High,First Class,1
3366,0.9959,High,First Class,1
3366,0.9959,High,First Class,1
53255,0.9959,High,First Class,1
10150,0.9959,High,First Class,1
31825,0.9959,High,First Class,1
1112,0.9959,High,First Class,1
64574,0.9959,High,First Class,1
977,0.9959,High,First Class,1
34298,0.9959,High,First Class,1
34298,0.9959,High,First Class,1
57301,0.9959,High,First Class,1
26366,0.9959,High,First Class,1
24927,0.9959,High,First Class,1
8319,0.9959,High,First Class,1
31825,0.9959,High,First Class,1
10302,0.9959,High,First Class,1
50010,0.9959,High,First Class,1
51795,0.9959,High,First Class,1
1588,0.9959,High,First Class,1
32241,0.9959,High,First Class,1
32241,0.9959,High,First Class,1
68300,0.9959,High,First Class,1
1112,0.9959,High,First Class,1
52289,0.9959,High,First Class,1
52289,0.9959,High,First Class,1
51863,0.9959,High,First Class,1
52143,0.9959,High,First Class,1
51903,0.9959,High,First Class,1
10302,0.9959,High,First Class,1
50890,0.9959,High,First Class,1
51903,0.9959,High,First Class,1
4706,0.9959,High,First Class,1
4542,0.9959,High,First Class,1
1588,0.9959,High,First Class,1
42635,0.9959,High,First Class,1
1452,0.9959,High,First Class,1
6784,0.9959,High,First Class,1
6784,0.9959,High,First Class,1
2067,0.9959,High,First Class,1
65087,0.9959,High,First Class,1
52350,0.9959,High,First Class,1
8319,0.9959,High,First Class,1
3235,0.9959,High,First Class,1
16672,0.9959,High,First Class,1
41385,0.9959,High,First Class,1
4706,0.9959,High,First Class,1
1244,0.9959,High,First Class,1
32965,0.9959,High,First Class,1
57627,0.9959,High,First Class,1
3927,0.9959,High,First Class,1
51942,0.9959,High,First Class,1
57627,0.9959,High,First Class,1
54405,0.9959,High,First Class,1
58389,0.9959,High,First Class,1
53255,0.9959,High,First Class,1
1677,0.9959,High,First Class,1
3773,0.9959,High,First Class,1
57301,0.9959,High,First Class,1
58304,0.9959,High,First Class,1
60718,0.9959,High,First Class,1
59410,0.9959,High,First Class,1
10302,0.9959,High,First Class,1
9602,0.9959,High,First Class,1
11471,0.9958,High,First Class,1
7191,0.9958,High,First Class,1
75904,0.9958,High,First Class,1
7191,0.9958,High,First Class,1
5969,0.9958,High,First Class,1
31743,0.9958,High,First Class,1
36933,0.9958,High,First Class,1
5969,0.9958,High,First Class,1
49147,0.9958,High,First Class,1
62212,0.9958,High,First Class,1
5969,0.9958,High,First Class,1
58179,0.9958,High,First Class,1
58179,0.9958,High,First Class,1
62752,0.9958,High,First Class,1
53053,0.9958,High,First Class,1
2596,0.9958,High,First Class,1
755,0.9958,High,First Class,1
2596,0.9958,High,First Class,1
2596,0.9958,High,First Class,1
51394,0.9958,High,First Class,1
75083,0.9958,High,First Class,1
755,0.9958,High,First Class,1
57565,0.9958,High,First Class,1
782,0.9958,High,First Class,1
755,0.9958,High,First Class,1
2596,0.9958,High,First Class,1
53053,0.9958,High,First Class,1
23159,0.9958,High,First Class,1
34048,0.9958,High,First Class,1
35927,0.9958,High,First Class,1
58179,0.9958,High,First Class,1
31405,0.9958,High,First Class,1
32230,0.9958,High,First Class,1
67708,0.9958,High,First Class,1
17709,0.9958,High,First Class,1
17709,0.9958,High,First Class,1
32768,0.9958,High,First Class,1
23159,0.9958,High,First Class,1
67708,0.9958,High,First Class,1
69821,0.9958,High,First Class,1
69144,0.9958,High,First Class,1
13524,0.9958,High,First Class,1
70023,0.9958,High,First Class,1
65780,0.9958,High,First Class,1
65780,0.9958,High,First Class,1
32768,0.9958,High,First Class,1
17709,0.9958,High,First Class,1
60653,0.9958,High,First Class,1
45723,0.9958,High,First Class,1
23159,0.9958,High,First Class,1
22978,0.9958,High,First Class,1
22978,0.9958,High,First Class,1
53053,0.9958,High,First Class,1
53053,0.9958,High,First Class,1
23159,0.9958,High,First Class,1
19477,0.9958,High,First Class,1
19477,0.9958,High,First Class,1
23159,0.9958,High,First Class,1
22978,0.9958,High,First Class,1
22978,0.9958,High,First Class,1
60653,0.9958,High,First Class,1
9798,0.9958,High,First Class,1
7191,0.9958,High,First Class,1
60653,0.9958,High,First Class,1
53536,0.9958,High,First Class,1
51394,0.9958,High,First Class,1
51394,0.9958,High,First Class,1
70785,0.9958,High,First Class,1
70290,0.9958,High,First Class,1
33105,0.9958,High,First Class,1
8585,0.9958,High,First Class,1
14110,0.9958,High,First Class,1
33105,0.9958,High,First Class,1
33105,0.9958,High,First Class,1
782,0.9958,High,First Class,1
14110,0.9958,High,First Class,1
33105,0.9958,High,First Class,1
39457,0.9958,High,First Class,1
39457,0.9958,High,First Class,1
39457,0.9958,High,First Class,1
56522,0.9958,High,First Class,1
8601,0.9958,High,First Class,1
66954,0.9958,High,First Class,1
61271,0.9958,High,First Class,1
61271,0.9958,High,First Class,1
14110,0.9958,High,First Class,1
14110,0.9958,High,First Class,1
10303,0.9958,High,First Class,1
5990,0.9958,High,First Class,1
67916,0.9958,High,First Class,1
67707,0.9958,High,First Class,1
782,0.9958,High,First Class,1
65912,0.9958,High,First Class,1
19478,0.9958,High,First Class,1
19478,0.9958,High,First Class,1
39056,0.9958,High,First Class,1
52275,0.9958,High,First Class,1
2596,0.9958,High,First Class,1
35927,0.9958,High,First Class,1
19478,0.9958,High,First Class,1
65780,0.9958,High,First Class,1
28589,0.9958,High,First Class,1
26538,0.9958,High,First Class,1
14416,0.9958,High,First Class,1
51869,0.9958,High,First Class,1
9074,0.9958,High,First Class,1
9074,0.9958,High,First Class,1
62212,0.9958,High,First Class,1
49147,0.9958,High,First Class,1
48189,0.9958,High,First Class,1
33105,0.9958,High,First Class,1
67707,0.9958,High,First Class,1
27292,0.9958,High,First Class,1
67916,0.9958,High,First Class,1
67916,0.9958,High,First Class,1
8788,0.9958,High,First Class,1
44351,0.9958,High,First Class,1
8788,0.9958,High,First Class,1
72225,0.9958,High,First Class,1
44351,0.9958,High,First Class,1
26538,0.9958,High,First Class,1
39457,0.9958,High,First Class,1
39457,0.9958,High,First Class,1
28589,0.9958,High,First Class,1
34958,0.9958,High,First Class,1
28589,0.9958,High,First Class,1
26588,0.9958,High,First Class,1
17279,0.9958,High,First Class,1
37155,0.9958,High,First Class,1
62752,0.9958,High,First Class,1
19478,0.9958,High,First Class,1
46819,0.9958,High,First Class,1
65780,0.9958,High,First Class,1
65780,0.9958,High,First Class,1
28589,0.9958,High,First Class,1
52275,0.9958,High,First Class,1
15495,0.9958,High,First Class,1
15495,0.9958,High,First Class,1
64898,0.9958,High,First Class,1
64898,0.9958,High,First Class,1
1995,0.9958,High,First Class,1
1995,0.9958,High,First Class,1
12980,0.9958,High,First Class,1
22978,0.9958,High,First Class,1
52275,0.9958,High,First Class,1
51186,0.9958,High,First Class,1
51186,0.9958,High,First Class,1
32821,0.9958,High,First Class,1
67707,0.9958,High,First Class,1
45851,0.9958,High,First Class,1
31405,0.9958,High,First Class,1
31405,0.9958,High,First Class,1
52217,0.9958,High,First Class,1
23354,0.9958,High,First Class,1
23354,0.9958,High,First Class,1
21397,0.9958,High,First Class,1
46460,0.9958,High,First Class,1
53245,0.9958,High,First Class,1
12980,0.9958,High,First Class,1
26588,0.9958,High,First Class,1
14416,0.9958,High,First Class,1
62752,0.9958,High,First Class,1
39056,0.9958,High,First Class,1
46460,0.9958,High,First Class,1
51186,0.9958,High,First Class,1
19478,0.9958,High,First Class,1
64752,0.9958,High,First Class,1
5969,0.9958,High,First Class,1
28589,0.9958,High,First Class,1
26538,0.9958,High,First Class,1
5990,0.9958,High,First Class,1
5969,0.9958,High,First Class,1
17709,0.9958,High,First Class,1
65912,0.9958,High,First Class,1
57685,0.9958,High,First Class,1
62212,0.9958,High,First Class,1
57565,0.9958,High,First Class,1
48583,0.9958,High,First Class,1
51394,0.9958,High,First Class,1
67916,0.9958,High,First Class,1
14416,0.9958,High,First Class,1
51394,0.9958,High,First Class,1
55977,0.9958,High,First Class,1
67916,0.9958,High,First Class,1
69953,0.9958,High,First Class,1
57105,0.9958,High,First Class,1
1995,0.9958,High,First Class,1
60121,0.9958,High,First Class,1
58179,0.9958,High,First Class,1
60121,0.9958,High,First Class,1
64898,0.9958,High,First Class,1
67707,0.9958,High,First Class,1
62212,0.9958,High,First Class,1
1995,0.9958,High,First Class,1
1995,0.9958,High,First Class,1
39056,0.9958,High,First Class,1
35376,0.9958,High,First Class,1
39056,0.9958,High,First Class,1
57685,0.9958,High,First Class,1
68852,0.9958,High,First Class,1
28181,0.9958,High,First Class,1
59581,0.9958,High,First Class,1
36933,0.9958,High,First Class,1
17709,0.9958,High,First Class,1
36933,0.9958,High,First Class,1
11471,0.9958,High,First Class,1
11403,0.9958,High,First Class,1
35376,0.9958,High,First Class,1
35376,0.9958,High,First Class,1
11471,0.9958,High,First Class,1
12976,0.9958,High,First Class,1
58179,0.9958,High,First Class,1
11403,0.9958,High,First Class,1
11471,0.9958,High,First Class,1
69142,0.9958,High,First Class,1
53536,0.9958,High,First Class,1
17279,0.9958,High,First Class,1
70022,0.9958,High,First Class,1
782,0.9958,High,First Class,1
57565,0.9958,High,First Class,1
60121,0.9958,High,First Class,1
8601,0.9958,High,First Class,1
8601,0.9958,High,First Class,1
75787,0.9958,High,First Class,1
54354,0.9958,High,First Class,1
37155,0.9958,High,First Class,1
8601,0.9958,High,First Class,1
8601,0.9958,High,First Class,1
21047,0.9958,High,First Class,1
27292,0.9958,High,First Class,1
27292,0.9958,High,First Class,1
12976,0.9958,High,First Class,1
32230,0.9958,High,First Class,1
7191,0.9958,High,First Class,1
34048,0.9958,High,First Class,1
21397,0.9958,High,First Class,1
21047,0.9958,High,First Class,1
27292,0.9958,High,First Class,1
55977,0.9958,High,First Class,1
37155,0.9958,High,First Class,1
60121,0.9958,High,First Class,1
56952,0.9958,High,First Class,1
32230,0.9958,High,First Class,1
60121,0.9958,High,First Class,1
782,0.9958,High,First Class,1
23354,0.9958,High,First Class,1
32230,0.9958,High,First Class,1
32230,0.9958,High,First Class,1
27292,0.9958,High,First Class,1
12976,0.9958,High,First Class,1
9074,0.9958,High,First Class,1
9074,0.9958,High,First Class,1
32768,0.9958,High,First Class,1
32768,0.9958,High,First Class,1
23320,0.9957,High,First Class,1
23320,0.9957,High,First Class,1
57149,0.9957,High,First Class,1
33180,0.9957,High,First Class,1
55349,0.9957,High,First Class,1
55349,0.9957,High,First Class,1
59961,0.9957,High,First Class,1
58307,0.9957,High,First Class,1
12520,0.9957,High,First Class,1
39056,0.9957,High,First Class,1
59581,0.9957,High,First Class,1
67249,0.9957,High,First Class,1
58158,0.9957,High,First Class,1
23320,0.9957,High,First Class,1
57291,0.9957,High,First Class,1
26527,0.9957,High,First Class,1
33180,0.9957,High,First Class,1
56761,0.9957,High,First Class,1
35613,0.9957,High,First Class,1
22306,0.9957,High,First Class,1
22306,0.9957,High,First Class,1
22306,0.9957,High,First Class,1
59961,0.9957,High,First Class,1
55349,0.9957,High,First Class,1
55349,0.9957,High,First Class,1
15958,0.9957,High,First Class,1
5990,0.9957,High,First Class,1
50034,0.9957,High,First Class,1
23320,0.9957,High,First Class,1
59961,0.9957,High,First Class,1
29463,0.9957,High,First Class,1
50279,0.9957,High,First Class,1
29463,0.9957,High,First Class,1
59961,0.9957,High,First Class,1
57291,0.9957,High,First Class,1
57291,0.9957,High,First Class,1
58307,0.9957,High,First Class,1
58307,0.9957,High,First Class,1
55349,0.9957,High,First Class,1
38523,0.9957,High,First Class,1
72424,0.9957,High,First Class,1
77007,0.9957,High,First Class,1
29463,0.9957,High,First Class,1
33097,0.9957,High,First Class,1
29463,0.9957,High,First Class,1
5990,0.9957,High,First Class,1
57291,0.9957,High,First Class,1
59961,0.9957,High,First Class,1
57291,0.9957,High,First Class,1
33097,0.9957,High,First Class,1
33097,0.9957,High,First Class,1
66757,0.9957,High,First Class,1
33097,0.9957,High,First Class,1
75429,0.9957,High,First Class,1
58307,0.9957,High,First Class,1
38523,0.9957,High,First Class,1
77080,0.9957,High,First Class,1
63834,0.9957,High,First Class,1
35613,0.9957,High,First Class,1
761,0.9957,High,First Class,1
26527,0.9957,High,First Class,1
5990,0.9957,High,First Class,1
17981,0.9957,High,First Class,1
38523,0.9957,High,First Class,1
38523,0.9957,High,First Class,1
63834,0.9957,High,First Class,1
761,0.9957,High,First Class,1
12520,0.9957,High,First Class,1
58158,0.9957,High,First Class,1
63834,0.9957,High,First Class,1
30448,0.9957,High,First Class,1
50034,0.9957,High,First Class,1
35613,0.9957,High,First Class,1
35613,0.9957,High,First Class,1
33180,0.9957,High,First Class,1
35613,0.9957,High,First Class,1
61398,0.9957,High,First Class,1
22424,0.9957,High,First Class,1
38523,0.9957,High,First Class,1
3447,0.9957,High,First Class,1
76942,0.9957,High,First Class,1
23320,0.9957,High,First Class,1
37571,0.9957,High,First Class,1
56761,0.9957,High,First Class,1
65451,0.9956,High,First Class,1
28712,0.9956,High,First Class,1
47216,0.9956,High,First Class,1
47216,0.9956,High,First Class,1
58889,0.9956,High,First Class,1
47216,0.9956,High,First Class,1
15585,0.9956,High,First Class,1
65451,0.9956,High,First Class,1
44201,0.9956,High,First Class,1
65451,0.9956,High,First Class,1
65451,0.9956,High,First Class,1
28712,0.9956,High,First Class,1
47216,0.9956,High,First Class,1
65451,0.9956,High,First Class,1
47216,0.9956,High,First Class,1
60950,0.9956,High,First Class,1
28712,0.9956,High,First Class,1
15585,0.9956,High,First Class,1
15585,0.9956,High,First Class,1
70711,0.9956,High,First Class,1
62756,0.9956,High,First Class,1
15585,0.9956,High,First Class,1
15585,0.9956,High,First Class,1
58889,0.9956,High,First Class,1
60791,0.9956,High,First Class,1
28712,0.9956,High,First Class,1
12922,0.9956,High,First Class,1
25515,0.9955,High,First Class,1
59581,0.9955,High,First Class,1
60950,0.9955,High,First Class,1
73460,0.9954,High,First Class,1
58060,0.9954,High,First Class,1
58060,0.9954,High,First Class,1
75442,0.9954,High,First Class,1
44201,0.9954,High,First Class,1
46003,0.9954,High,First Class,1
57105,0.9954,High,First Class,1
46003,0.9954,High,First Class,1
44201,0.9954,High,First Class,1
12922,0.9954,High,First Class,1
9391,0.9954,High,First Class,1
43608,0.9954,High,First Class,1
68315,0.9953,High,First Class,1
53813,0.9953,High,First Class,1
12062,0.9953,High,First Class,1
63289,0.9953,High,First Class,1
65910,0.9953,High,First Class,1
68315,0.9953,High,First Class,1
61297,0.9953,High,First Class,1
44208,0.9953,High,First Class,1
61297,0.9953,High,First Class,1
68315,0.9953,High,First Class,1
53813,0.9953,High,First Class,1
68477,0.9953,High,First Class,1
68477,0.9953,High,First Class,1
63289,0.9953,High,First Class,1
65910,0.9953,High,First Class,1
45155,0.9953,High,First Class,1
690,0.9953,High,First Class,1
46367,0.9952,High,First Class,1
54182,0.9952,High,First Class,1
46367,0.9952,High,First Class,1
48733,0.9952,High,First Class,1
61677,0.9952,High,First Class,1
4939,0.9952,High,First Class,1
44208,0.9952,High,First Class,1
13468,0.9952,High,First Class,1
44208,0.9952,High,First Class,1
44208,0.9952,High,First Class,1
44208,0.9952,High,First Class,1
22171,0.9952,High,First Class,1
9391,0.9951,High,First Class,1
29472,0.9951,High,First Class,1
17825,0.9951,High,First Class,1
8887,0.9951,High,First Class,1
76943,0.9951,High,First Class,1
8887,0.9951,High,First Class,1
8887,0.9951,High,First Class,1
17825,0.9951,High,First Class,1
17825,0.9951,High,First Class,1
17825,0.9951,High,First Class,1
72987,0.9951,High,First Class,1
6846,0.995,High,First Class,1
73027,0.995,High,First Class,1
9270,0.995,High,First Class,1
9270,0.995,High,First Class,1
6846,0.995,High,First Class,1
6846,0.995,High,First Class,1
6846,0.995,High,First Class,1
11836,0.995,High,First Class,1
11836,0.995,High,First Class,1
9270,0.995,High,First Class,1
11836,0.995,High,First Class,1
61677,0.995,High,First Class,1
11836,0.995,High,First Class,1
6846,0.995,High,First Class,1
70720,0.9949,High,First Class,1
44036,0.9949,High,First Class,1
35305,0.9949,High,First Class,1
61677,0.9949,High,First Class,1
44036,0.9949,High,First Class,1
61677,0.9949,High,First Class,1
44036,0.9949,High,First Class,1
44036,0.9949,High,First Class,1
61677,0.9949,High,First Class,1
35305,0.9949,High,First Class,1
16786,0.9948,High,First Class,1
45351,0.9948,High,First Class,1
16786,0.9948,High,First Class,1
58574,0.9948,High,First Class,1
43608,0.9948,High,First Class,1
16208,0.9948,High,First Class,1
16786,0.9948,High,First Class,1
19650,0.9948,High,First Class,1
11888,0.9948,High,First Class,1
43608,0.9948,High,First Class,1
61982,0.9948,High,First Class,1
48733,0.9948,High,First Class,1
58574,0.9948,High,First Class,1
61982,0.9948,High,First Class,1
11888,0.9948,High,First Class,1
61982,0.9948,High,First Class,1
48733,0.9948,High,First Class,1
11888,0.9948,High,First Class,1
11888,0.9948,High,First Class,1
16208,0.9948,High,First Class,1
43608,0.9948,High,First Class,1
45351,0.9948,High,First Class,1
45351,0.9948,High,First Class,1
43608,0.9948,High,First Class,1
45351,0.9948,High,First Class,1
58574,0.9948,High,First Class,1
54182,0.9946,High,First Class,1
22270,0.9946,High,First Class,1
58574,0.9946,High,First Class,1
74948,0.9946,High,First Class,1
22270,0.9946,High,First Class,1
55395,0.9946,High,First Class,1
54182,0.9946,High,First Class,1
19649,0.9946,High,First Class,1
20980,0.9946,High,First Class,1
55395,0.9945,High,First Class,1
55395,0.9945,High,First Class,1
58574,0.9945,High,First Class,1
63415,0.9945,High,First Class,1
22171,0.9945,High,First Class,1
55395,0.9945,High,First Class,1
38754,0.9945,High,First Class,1
55395,0.9945,High,First Class,1
64388,0.9944,High,First Class,1
41501,0.9944,High,First Class,1
45720,0.9944,High,First Class,1
41501,0.9944,High,First Class,1
63415,0.9942,High,First Class,1
63415,0.9942,High,First Class,1
15681,0.9942,High,First Class,1
63415,0.9942,High,First Class,1
15681,0.9941,High,First Class,1
15681,0.9941,High,First Class,1
15681,0.9941,High,First Class,1
26779,0.9939,High,First Class,1
26779,0.9938,High,First Class,1
26779,0.9938,High,First Class,1
26779,0.9938,High,First Class,1
26779,0.9938,High,First Class,1
42294,0.9938,High,First Class,1
9148,0.9937,High,First Class,1
9148,0.9937,High,First Class,1
29169,0.9937,High,First Class,1
42641,0.9937,High,First Class,1
29169,0.9937,High,First Class,1
9148,0.9937,High,First Class,1
29169,0.9937,High,First Class,1
29169,0.9937,High,First Class,1
47711,0.9936,High,First Class,1
6989,0.9936,High,First Class,1
6989,0.9936,High,First Class,1
47711,0.9936,High,First Class,1
65427,0.9934,High,First Class,1
65427,0.9934,High,First Class,1
65427,0.9934,High,First Class,1
30425,0.993,High,First Class,1
30425,0.993,High,First Class,1
30425,0.993,High,First Class,1
30425,0.993,High,First Class,1
12957,0.9927,High,First Class,1
45349,0.9923,High,First Class,1
45349,0.9923,High,First Class,1
45633,0.9923,High,First Class,1
45633,0.9923,High,First Class,1
45633,0.9923,High,First Class,1
45349,0.9923,High,First Class,1
38087,0.9921,High,First Class,1
68043,0.9917,High,First Class,1
38087,0.9917,High,First Class,1
68043,0.9917,High,First Class,1
68043,0.9912,High,First Class,1
68043,0.9912,High,First Class,1
68043,0.9912,High,First Class,1
38087,0.9899,High,First Class,1
38087,0.9895,High,First Class,1
20319,0.9676,High,Same Day,1
20319,0.9662,High,Same Day,1
7857,0.9647,High,Same Day,1
55526,0.9643,High,Same Day,1
7857,0.9634,High,Same Day,1
66788,0.9601,High,Same Day,1
66788,0.9598,High,Same Day,1
66788,0.9598,High,Same Day,1
66788,0.9598,High,Same Day,1
66788,0.9598,High,Same Day,1
63481,0.9593,High,Same Day,1
63905,0.9592,High,Same Day,1
63905,0.9589,High,Same Day,1
63905,0.9589,High,Same Day,1
63905,0.9589,High,Same Day,1
50594,0.9557,High,Same Day,1
50594,0.9556,High,Same Day,1
50594,0.9556,High,Same Day,1
50594,0.9554,High,Same Day,1
50594,0.9554,High,Same Day,1
9017,0.9542,High,Same Day,1
9017,0.9542,High,Same Day,1
9017,0.9541,High,Same Day,1
9017,0.9541,High,Same Day,1
19299,0.9537,High,Same Day,1
52995,0.9524,High,Same Day,1
52995,0.9522,High,Same Day,1
12237,0.952,High,Same Day,1
68834,0.952,High,Same Day,1
12237,0.952,High,Same Day,1
46167,0.9513,High,Same Day,1
46167,0.9513,High,Same Day,1
46167,0.9513,High,Same Day,1
46167,0.9512,High,Same Day,1
46167,0.9512,High,Same Day,1
44506,0.9511,High,Same Day,1
40617,0.9509,High,Same Day,1
40617,0.9509,High,Same Day,1
22231,0.9507,High,Same Day,1
22231,0.9506,High,Same Day,1
5728,0.9504,High,Same Day,1
22231,0.9504,High,Same Day,1
22231,0.9504,High,Same Day,1
22231,0.9504,High,Same Day,1
25542,0.95,High,Same Day,1
25542,0.9499,High,Same Day,1
25542,0.9497,High,Same Day,1
25542,0.9497,High,Same Day,1
25542,0.9497,High,Same Day,1
71447,0.948,High,Same Day,1
31913,0.9478,High,Same Day,1
31913,0.9475,High,Same Day,1
31913,0.9475,High,Same Day,1
31913,0.9475,High,Same Day,1
36440,0.9473,High,Same Day,1
28541,0.9472,High,Same Day,1
38699,0.947,High,Same Day,1
35463,0.9468,High,Same Day,1
35463,0.9468,High,Same Day,1
35463,0.9468,High,Same Day,1
35277,0.9467,High,Same Day,1
35277,0.9467,High,Same Day,1
71715,0.9466,High,Same Day,1
35944,0.9465,High,Same Day,1
35944,0.9465,High,Same Day,1
35944,0.9465,High,Same Day,1
19149,0.9465,High,Same Day,1
35944,0.9465,High,Same Day,1
35944,0.9465,High,Same Day,1
19149,0.9461,High,Same Day,1
19149,0.9461,High,Same Day,1
19149,0.9461,High,Same Day,1
74390,0.9461,High,Same Day,1
26145,0.946,High,Same Day,1
26145,0.9458,High,Same Day,1
26145,0.9457,High,Same Day,1
13766,0.9456,High,Same Day,1
38197,0.9456,High,Same Day,1
38197,0.9456,High,Same Day,1
39937,0.9455,High,Same Day,1
39937,0.9455,High,Same Day,1
13766,0.9454,High,Same Day,1
14299,0.9454,High,Same Day,1
13766,0.9454,High,Same Day,1
14299,0.9454,High,Same Day,1
39937,0.9452,High,Same Day,1
39937,0.9452,High,Same Day,1
39937,0.9452,High,Same Day,1
23428,0.9449,High,Same Day,1
30405,0.9448,High,Same Day,1
30405,0.9448,High,Same Day,1
41080,0.9447,High,Same Day,1
15549,0.9447,High,Same Day,1
4019,0.9446,High,Same Day,1
30405,0.9445,High,Same Day,1
29448,0.9445,High,Same Day,1
30405,0.9445,High,Same Day,1
73477,0.9445,High,Same Day,1
12779,0.9445,High,Same Day,1
27059,0.9445,High,Same Day,1
